master,nonius
11560,5423
11581,5445
11604,5467
11625,5488
11646,5510
11668,5532
11691,5555
11714,5577
11738,5601
11761,5625
11784,5648
11809,5671
11834,5695
11859,5719
11885,5742
11910,5766
11936,5789
11960,5812
11983,5834
12008,5858
12032,5882
12055,5906
12078,5928
12100,5953
12122,5977
12144,6000
12168,6025
12192,6051
12216,6077
12240,6101
12264,6126
12288,6150
12313,6174
12338,6199
12363,6222
12388,6246
12412,6271
12437,6295
12463,6319
12487,6343
12511,6367
12536,6391
12558,6413
12582,6436
12604,6458
12626,6480
12649,6504
12670,6526
12691,6547
12713,6568
12732,6589
12753,6609
12775,6628
12796,6651
12818,6671
12840,6691
12862,6711
12882,6731
12902,6750
12923,6769
12943,6787
12963,6805
12982,6823
13001,6842
13019,6860
13038,6877
13058,6895
13075,6913
13093,6932
13112,6949
13130,6966
13148,6983
13167,7001
13185,7018
13203,7035
13223,7053
13241,7070
13259,7087
13277,7104
13296,7121
13315,7138
13333,7154
13351,7171
13371,7188
13389,7205
13408,7222
13427,7240
13445,7258
13463,7276
13480,7293
13498,7309
13516,7328
13534,7345
13553,7362
13570,7380
13589,7399
13607,7417
13626,7436
13646,7455
13665,7472
13686,7490
13705,7509
13726,7528
13746,7547
13766,7567
13785,7585
13804,7605
13825,7624
13845,7643
13865,7662
13883,7681
13902,7700
13921,7718
13941,7737
13960,7757
13980,7777
14000,7797
14021,7818
14043,7839
14064,7859
14086,7878
14107,7899
14128,7919
14148,7938
14169,7958
14192,7978
14214,8000
14235,8020
14257,8041
14278,8062
14300,8083
14321,8103
14343,8124
14364,8146
14385,8168
14407,8189
14430,8212
14452,8235
14474,8258
14497,8280
14521,8303
14544,8325
14567,8348
14590,8371
14613,8392
14638,8415
14661,8437
14683,8460
14705,8483
14728,8505
14750,8526
14770,8547
14790,8567
14811,8587
14833,8607
14854,8627
14874,8647
14895,8668
14915,8689
14934,8711
14955,8731
14977,8751
14998,8771
15019,8791
15039,8811
15059,8830
15080,8850
15100,8870
15121,8889
15140,8908
15161,8927
15181,8945
15200,8963
15219,8982
15236,8999
15255,9018
15274,9035
15293,9053
15311,9072
15330,9089
15349,9108
15367,9126
15385,9142
15405,9161
15424,9179
15445,9196
15465,9214
15487,9233
15508,9254
15529,9273
15550,9292
15571,9312
15592,9333
15612,9352
15633,9371
15653,9391
15674,9413
15692,9433
15713,9454
15734,9474
15754,9495
15775,9516
15796,9536
15819,9557
15841,9578
15863,9597
15885,9617
15908,9639
15933,9662
15956,9686
15982,9709
16005,9731
16031,9753
16054,9776
16077,9797
16099,9819
16120,9842
16143,9865
16165,9888
16185,9912
16207,9936
16229,9959
16252,9983
16276,10007
16299,10029
16324,10053
16349,10078
16374,10103
15,10125
41,10151
65,10174
90,10198
115,10222
140,10247
166,10272
189,10296
211,10320
235,10346
260,10371
284,10396
306,10419
329,10444
352,10467
375,10491
398,10516
423,10540
448,10563
473,10587
498,10609
523,10633
548,10656
573,10679
597,10702
621,10725
643,10748
665,10769
687,10790
706,10812
728,10832
748,10853
767,10873
786,10894
806,10914
826,10934
846,10954
865,10973
885,10992
904,11010
924,11029
944,11048
965,11067
986,11087
1007,11105
1027,11124
1046,11142
1064,11160
1082,11176
1100,11193
1118,11211
1135,11228
1153,11245
1170,11262
1187,11280
1205,11297
1222,11314
